flow_id,src_ip,dst_ip,device_type,label,s1_confidence,s2_confidence,suspicion_score,latency_ms,alerted,timestamp
192.168.100.151:49522<->20.250.119.64:443/6,192.168.100.151,20.250.119.64,noniot,benign,0.6,0.0,1.5,14.77,False,1777719052.026502
192.168.100.151:49522<->20.250.119.64:443/6,192.168.100.151,20.250.119.64,noniot,benign,0.55,0.0,3.0,14.81,False,1777719052.032049
192.168.100.151:49522<->20.250.119.64:443/6,192.168.100.151,20.250.119.64,noniot,benign,0.65,0.0,5.5,14.09,False,1777719052.125332
192.168.100.151:49522<->20.250.119.64:443/6,192.168.100.151,20.250.119.64,noniot,benign,0.65,0.0,5.5,15.46,False,1777719052.127125
192.168.100.151:49523<->20.250.119.64:443/6,192.168.100.151,20.250.119.64,noniot,benign,0.57,0.0,1.5,16.5,False,1777719052.694224
192.168.100.151:49523<->20.250.119.64:443/6,192.168.100.151,20.250.119.64,noniot,benign,0.54,0.0,3.0,15.89,False,1777719052.697147
192.168.100.151:49523<->20.250.119.64:443/6,192.168.100.151,20.250.119.64,noniot,benign,0.65,0.0,5.5,14.61,False,1777719052.800172
192.168.100.151:49524<->20.250.119.64:443/6,192.168.100.151,20.250.119.64,noniot,benign,0.53,0.0,1.5,16.45,False,1777719053.406448
192.168.100.151:49524<->20.250.119.64:443/6,192.168.100.151,20.250.119.64,noniot,benign,0.59,0.0,3.0,15.18,False,1777719053.41086
192.168.100.151:49524<->20.250.119.64:443/6,192.168.100.151,20.250.119.64,noniot,benign,0.65,0.0,5.5,15.21,False,1777719053.50801
192.168.100.151:49524<->20.250.119.64:443/6,192.168.100.151,20.250.119.64,noniot,benign,0.65,0.0,5.5,14.98,False,1777719053.515074
172.66.0.227:443<->192.168.100.151:49196/6,172.66.0.227,192.168.100.151,noniot,benign,0.65,0.0,0.0,19.19,False,1777719054.0712378
192.168.100.151:17427<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.56,0.0018,1.5,13.7,False,1777719054.0712378
192.168.100.151:27232<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.55,0.0018,1.5,13.45,False,1777719054.0712378
192.168.100.151:38481<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.56,0.0018,1.5,14.74,False,1777719054.0712378
192.168.100.9:5353<->224.0.0.251:5353/17,192.168.100.9,224.0.0.251,noniot,benign,0.56,0.0,0.0,13.66,False,1777719054.0712378
192.168.100.17:5353<->224.0.0.251:5353/17,192.168.100.17,224.0.0.251,noniot,benign,0.52,0.0,0.0,14.99,False,1777719054.0712378
192.168.100.151:29262<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.58,0.0018,1.5,13.68,False,1777719054.0712378
192.168.100.151:53974<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.6,0.0018,1.5,12.94,False,1777719054.0712378
192.168.100.151:44209<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.61,0.0018,1.5,13.49,False,1777719054.0712378
192.168.100.151:61150<->52.85.110.3:443/17,192.168.100.151,52.85.110.3,noniot,benign,0.55,0.0,1.5,14.99,False,1777719054.0712378
192.168.100.151:34313<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.51,0.0,1.5,15.3,False,1777719054.0712378
192.168.100.151:28262<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.52,0.0018,1.5,13.51,False,1777719054.0712378
192.168.100.151:10930<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.53,0.0,1.5,14.64,False,1777719054.0712378
192.168.100.151:11634<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.56,0.0,1.5,15.25,False,1777719054.0712378
192.168.100.151:65330<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.53,0.0,1.5,15.29,False,1777719054.0712378
192.168.100.151:39240<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.54,0.0,1.5,15.26,False,1777719054.0712378
192.168.100.151:52238<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.52,0.0,1.5,14.28,False,1777719054.0712378
192.168.100.151:18828<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.56,0.0,1.5,15.44,False,1777719054.0712378
192.168.100.151:59800<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.52,0.0,1.5,14.47,False,1777719054.0712378
192.168.100.151:49526<->20.42.65.89:443/6,192.168.100.151,20.42.65.89,noniot,benign,0.65,0.0,1.5,17.55,False,1777719055.442865
192.168.100.151:49526<->20.42.65.89:443/6,192.168.100.151,20.42.65.89,noniot,benign,0.63,0.0,5.5,17.63,False,1777719055.444651
18.97.36.75:443<->192.168.100.151:65294/6,18.97.36.75,192.168.100.151,noniot,benign,0.59,0.0,0.0,19.66,False,1777719059.072779
192.168.100.151:51485<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.53,0.0,1.5,15.89,False,1777719059.072779
192.168.100.151:60245<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.55,0.0,1.5,16.14,False,1777719059.072779
192.168.100.151:55978<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.54,0.0,1.5,15.46,False,1777719059.072779
192.168.100.151:64278<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.55,0.0,1.5,15.04,False,1777719059.072779
192.168.100.151:60977<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.54,0.0,1.5,14.85,False,1777719059.072779
192.168.100.151:60863<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.54,0.001,1.5,14.92,False,1777719059.072779
192.168.100.151:51687<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.58,0.001,1.5,14.84,False,1777719059.072779
192.168.100.151:23334<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.6,0.0,1.5,14.88,False,1777719059.072779
192.168.100.151:17294<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.59,0.0,1.5,13.32,False,1777719059.072779
192.168.100.151:2165<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.57,0.0,1.5,14.76,False,1777719059.072779
192.168.100.151:30135<->84.235.6.55:53/17,192.168.100.151,84.235.6.55,noniot,benign,0.62,0.0,1.5,14.63,False,1777719059.072779
192.168.100.151:29273<->84.235.6.55:53/17,192.168.100.151,84.235.6.55,noniot,benign,0.6,0.0,1.5,14.54,False,1777719059.072779
192.168.100.151:0<->84.235.6.55:0/1,192.168.100.151,84.235.6.55,noniot,benign,0.59,0.0,1.5,14.56,False,1777719059.072779
192.168.100.151:49503<->20.42.65.89:443/6,192.168.100.151,20.42.65.89,noniot,benign,0.56,0.0,1.5,14.41,False,1777719059.072779
192.168.100.151:56958<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.52,0.0,1.5,14.46,False,1777719059.072779
192.168.100.151:56797<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.57,0.0004,1.5,21.11,False,1777719063.881716
192.168.100.151:54588<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.57,0.0004,1.5,15.01,False,1777719063.881716
192.168.100.151:58570<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.57,0.0004,1.5,15.62,False,1777719063.881716
192.168.100.151:49648<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.53,0.0004,1.5,15.19,False,1777719063.881716
192.168.100.151:61095<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.54,0.0,1.5,13.66,False,1777719063.881716
192.168.100.151:64535<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.52,0.0004,1.5,14.8,False,1777719063.881716
192.168.100.151:64123<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.51,0.0004,1.5,14.61,False,1777719063.881716
192.168.100.151:65118<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.53,0.0,1.5,14.6,False,1777719063.881716
192.168.100.151:52494<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.51,0.0004,1.5,14.24,False,1777719063.881716
192.168.100.151:52617<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.52,0.0,1.5,14.6,False,1777719063.881716
192.168.100.151:54366<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.52,0.0004,1.5,14.51,False,1777719063.881716
192.168.100.151:58250<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,iot,benign,0.52,0.0004,1.5,14.4,False,1777719063.881716
192.168.100.151:59276<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.52,0.0,1.5,14.49,False,1777719063.881716
192.168.100.151:58312<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.55,0.0,1.5,14.53,False,1777719063.881716
192.168.100.151:63226<->84.235.57.230:53/17,192.168.100.151,84.235.57.230,noniot,benign,0.59,0.0,1.5,14.49,False,1777719063.881716
